Date,Basin,Site,Access_Point,Species ,Length_mm,Mass_g,Method,Notes,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,76,5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,74,5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,62,2.7,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,43,0.9,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,59,2.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,39,0.6,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,73,4.3,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,69,3.9,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,67,4.2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,60,2.3,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,60,2.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,74,4.8,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,75,5.1,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,68,3.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,58,2.1,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,72,4.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,49,1.3,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,53,1.4,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,57,2.3,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,54,1.7,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,69,3.6,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,60,2.2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,54,2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,105,13.3,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,105,13.8,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,63,2.7,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,95,9.3,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,74,4,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,68,3.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,61,2.4,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,58,2.3,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,58,2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,210,115.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,39,0.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,50,1.4,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,55,2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,53,1.4,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,53,1.6,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,65,3.2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,59,2.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,59,2.1,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,125,21.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,104,12.8,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,118,18.2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,64,3,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,49,1.2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,52,1.8,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,59,2.4,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,72,3.9,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,72,4.2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,58,2.4,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,59,2.2,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,114,16.4,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,138,32,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,71,4.1,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,62,2.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,70,4.1,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,55,2.9,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,130,27.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,228,164.3,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,58,2.9,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,55,2.5,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,58,2.1,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,47,1,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,55,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,61,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,55,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,68,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,56,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,48,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,132,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,124,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,65,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,77,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,56,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,75,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,169,59.7,Spot Shock,,,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,57,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,59,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,136,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,57,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,71,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,51,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,66,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,111,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,128,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,53,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,58,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,168,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,71,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,64,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,60,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,62,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,49,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,105,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,69,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,45,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,54,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,68,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,53,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,51,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,51,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,CherryCreek,"45.60029, -112.69822",BRN,55,NA,Spot Shock,,Weight Not Recorded,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",Unknown,53,1.5,Spot Shock,,Unknown Species ,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,69,3.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,211,94.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,203,96.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,166,49.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,114,15.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,187,72.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,117,16.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,52,36.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,162,47.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,156,39.4,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,127,23.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,174,58.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,57,2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,104,12.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,207,103.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,125,22,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,124,21.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,86,6.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,224,106,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,177,58.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,187,71.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,42,0.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,79,4.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,67,2.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,166,48.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,75,4.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,52,1.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,66,3.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,106,13.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,38,0.4,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,66,2.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,128,22.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,225,109.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,178,69.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,57,1.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,97,9.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,66,2.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,92,8.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,164,54.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,115,16,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,96,10,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,142,32.4,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,248,180.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,134,27.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,219,99.4,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,125,21.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,158,27.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,105,14,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,139,28.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,172,60.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,167,55.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,106,13.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,104,11.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,228,128.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,189,5.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,79,5.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,43,0.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,139,30.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,186,80.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,191,75.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,142,32.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,144,32.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,302,289.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,143,32.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,177,59.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,162,53.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,56,1.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,62,2.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,48,1.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,210,106.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,129,23.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,106,13.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,109,12.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,126,20.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,127,23,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,79,6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,93,8.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,162,49,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,124,20.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,53,1.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,48,1.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,127,21.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRK,182,55.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,196,80.4,Spot Shock,,,,,
7/30/24,Big Hole,Upper CampCreek,"45.64737, -112.63582",BRN,49,1.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,164,57.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,108,16.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,165,60.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRN,156,41.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,104,14.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,100,10.4,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,121,17.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,119,19.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",CUTBOW,159,47.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,213,114.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,130,29.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,83,6.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,111,16,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,98,120,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,54,2.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,57,2.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,103,13.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,80,6.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,68,3.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,88,8.4,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,220,128.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,195,95.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,64,2.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBY,95,10.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,89,8.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,135,31.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,73,4.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,129,27.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,139,34.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,138,35.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,168,53.2,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,80,6.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,104,11.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,111,18.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,246,198.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,89,7.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,153,46.8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,111,14.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,102,13,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,94,10.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,205,109.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,123,20,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,103,14,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,114,18.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,110,13.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRN,108,14.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,71,3.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,85,8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,127,22,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,104,14.1,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,106,12.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,161,52.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,154,39.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,87,8,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,148,38.7,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,86,8.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,113,17.6,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",RBT,90,7.9,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,110,16.3,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,105,13.5,Spot Shock,,,,,
7/30/24,Big Hole,Upper Canyon Creek,"45.69854, -112.75559",BRK,204,108.9,Spot Shock,,,,,
