Date,Basin,Site,Access_Point,Species ,Length_mm,Mass_g,Method,Notes,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,77,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,85,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,58,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,74,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,71,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,75,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,55,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,69,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,68,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,75,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,65,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,92,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,58,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,69,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,92,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,68,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,83,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,65,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,62,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,79,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,64,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,71,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,86,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,72,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,88,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,64,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,89,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,71,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,120,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,74,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,130,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,78,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,83,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,112,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,48,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,80,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,48,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,58,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,54,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,75,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,72,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,66,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,50,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,71,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,64,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,58,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,82,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,53,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,69,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,58,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,58,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,61,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,58,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,52,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,61,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,62,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,48,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,53,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,50,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,63,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,80,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,72,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,61,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,65,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,64,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,69,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,50,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,41,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,51,,Pass 2,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,136,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,149,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,160,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,84,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,73,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,62,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,80,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,125,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,106,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,61,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,93,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,89,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,122,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,112,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,66,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,50,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,77,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,76,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,64,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,66,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,132,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,146,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,210,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,79,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,121,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,92,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,152,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,65,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,129,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,72,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,55,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,78,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,92,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,82,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,82,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,81,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,83,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,52,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,72,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,61,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,105,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,115,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,52,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,125,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,114,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,82,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,56,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,130,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,76,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,109,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,81,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,53,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,75,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,59,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,71,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,54,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,61,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,56,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,63,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,71,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,62,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,78,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,72,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,86,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,132,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,76,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,83,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,107,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,52,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,47,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,56,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,64,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,73,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,68,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,78,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,85,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,59,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,53,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,114,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,91,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,60,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,59,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,55,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,145,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,54,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,85,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,66,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,62,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,66,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,58,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,145,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,54,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,86,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,80,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,95,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,87,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,90,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,85,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,100,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,90,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,63,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,65,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,61,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,43,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,61,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,65,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,69,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,93,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,56,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,54,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,75,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,67,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,78,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,55,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,84,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,65,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,45,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,58,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,82,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,65,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,61,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,64,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,69,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,79,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,75,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,57,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,43,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,75,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,70,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,68,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,66,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,83,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,56,,Pass 3,,,,,
8/27/24,Big Hole,Cherry,"45.60029, -112.69822",BRN,44,,Pass 3,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,75,4.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,88,8,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,55,1.8,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,86,7.7,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,80,5.6,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,90,8.5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,70,4.5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,75,4.1,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,70,4.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,79,5.3,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,78,5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,61,2.4,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,100,11.1,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,75,4.9,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,133,28.7,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,79,5.7,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,75,4.5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,75,4.8,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,65,3.1,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,74,4.5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,94,9.6,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,81,6.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,62,2.5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,91,8.8,Pass 1,mort,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,55,1.8,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,66,3.3,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,68,3.3,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,73,12.6,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,81,6.7,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,72,4.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,73,2.3,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,69,3.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,99,10.6,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,75,4.8,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,71,4.6,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,69,3.7,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,93,8.7,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,88,8.1,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,75,4.9,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,73,4,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,60,2.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,79,6,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,63,2.5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,67,3.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,71,3.8,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,65,2.8,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,78,5.3,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,69,3.5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,70,3.9,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,83,6.7,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,122,23,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,85,7.3,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,77,5.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,69,3.9,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,82,6.9,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,77,4.8,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,81,6.3,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,80,5.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,68,3.6,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,72,4.3,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,79,5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,64,3.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,77,5.2,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,75,4.4,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,100,12.6,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,149,42.8,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,73,4.5,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,72,4,Pass 1,,,,,
8/28/24,Big Hole,Trapper,"45.6232, -112.69548",BRN,76,3.2,Pass 1,,,,,
