Species ,Waterbody,Date Collected,Year,Sample Number,ID,Head or Whole,Length_mm,Mass_g,Location,Collection Method,Sex,Fin Clip Collected?,Tissue Collected?,Stomach?,Otolith Collected?,,,,,,
BRN,BH,3/12/20,20,36,BRN.BH.20.36,Just Otos,401.32,,Melrose Section,Spring Electro,U,N,N,N,Y,B15,,,,,
BRN,BH,3/12/20,20,37,BRN.BH.20.37,Just Otos,414.02,,Melrose Section,Spring Electro,U,N,N,N,Y,B16,,,,,
BRN,BH,3/12/20,20,38,BRN.BH.20.38,Just Otos,393.7,,Melrose Section,Spring Electro,U,N,N,N,Y,B17,,,,,
BRN,BH,3/12/20,20,39,BRN.BH.20.39,Just Otos,502.92,,Melrose Section,Spring Electro,U,N,N,N,Y,B18,,,,,
BRN,BH,3/12/20,20,40,BRN.BH.20.40,Just Otos,535.94,,Melrose Section,Spring Electro,U,N,N,N,Y,B19,,,,,
BRN,BH,3/12/20,20,41,BRN.BH.20.41,Just Otos,454.66,,Melrose Section,Spring Electro,U,N,N,N,Y,B20,,,,,
BRN,BH,3/12/20,20,42,BRN.BH.20.42,Just Otos,337.82,,Melrose Section,Spring Electro,U,N,N,N,Y,B21,,,,,
BRN,BH,3/12/20,20,43,BRN.BH.20.43,Just Otos,340.36,,Melrose Section,Spring Electro,U,N,N,N,Y,C1,,,,,
BRN,BH,3/12/20,20,44,BRN.BH.20.44,Just Otos,469.9,,Melrose Section,Spring Electro,U,N,N,N,Y,C2,,,,,
BRN,BH,3/12/20,20,45,BRN.BH.20.45,Just Otos,375.92,,Melrose Section,Spring Electro,U,N,N,N,Y,C3,,,,,
BRN,BH,3/12/20,20,46,BRN.BH.20.46,Just Otos,426.72,,Melrose Section,Spring Electro,U,N,N,N,Y,C4,,,,,
BRN,BH,3/12/20,20,47,BRN.BH.20.47,Just Otos,515.62,,Melrose Section,Spring Electro,U,N,N,N,Y,C5,,,,,
BRN,BH,3/12/20,20,48,BRN.BH.20.48,Just Otos,434.34,,Melrose Section,Spring Electro,U,N,N,N,Y,C6,,,,,
BRN,BH,3/12/20,20,49,BRN.BH.20.49,Just Otos,447.04,,Melrose Section,Spring Electro,U,N,N,N,Y,C7,,,,,
BRN,BH,3/12/20,20,50,BRN.BH.20.50,Just Otos,434.34,,Melrose Section,Spring Electro,U,N,N,N,Y,C8,,,,,
BRN,BH,3/12/20,20,51,BRN.BH.20.51,Just Otos,358.14,,Melrose Section,Spring Electro,U,N,N,N,Y,C9,,,,,
BRN,BH,3/12/20,20,52,BRN.BH.20.52,Just Otos,340.36,,Melrose Section,Spring Electro,U,N,N,N,Y,C10,,,,,
BRN,BH,3/12/20,20,53,BRN.BH.20.53,Just Otos,335.28,,Melrose Section,Spring Electro,U,N,N,N,Y,C11,,,,,
BRN,BH,3/12/20,20,54,BRN.BH.20.54,Just Otos,386.08,,Melrose Section,Spring Electro,U,N,N,N,Y,C12,,,,,
BRN,BH,3/12/20,20,55,BRN.BH.20.55,Just Otos,347.98,,Melrose Section,Spring Electro,U,N,N,N,Y,C13 - broken otolith in envelope,,,,,
