Date,Basin,Site,Access_Point,Reach Length_mm,Species ,Length_mm,Mass_g,Pass,Recap,Notes,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,76,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,95,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,110,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,93,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,70,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,97,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,128,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,115,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,98,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,66,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,RBT,139,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,79,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,110,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,85,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,125,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,72,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,104,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,116,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,104,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,RBT,81,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,214,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,75,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,97,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,102,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,58,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,66,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,107,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,106,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,82,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,76,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,75,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,101,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,94,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,102,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,98,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,76,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,76,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,82,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,77,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,115,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,149,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,60,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,55,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,109,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,97,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,120,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,86,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,98,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,59,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,77,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,89,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,86,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,107,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,122,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,116,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,102,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,85,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,74,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,98,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,72,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,94,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,67,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,67,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,69,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,91,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,68,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,83,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,85,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,80,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,65,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,101,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,112,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,67,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,76,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,67,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,68,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,101,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,72,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,94,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,55,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,140,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,64,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,89,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,59,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,102,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,83,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,89,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,81,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,61,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,66,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,67,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,87,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,56,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,102,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,86,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,85,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,93,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,79,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,88,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,103,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,87,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,92,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,101,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,61,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,65,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,RBT,86,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,62,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,60,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,87,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,112,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,79,,1,,,
10/11/24,Beaverhead,Hildreth,"45.02726, -112.84448",150,BRN,59,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,120,19.2,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,86,7,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,109,14.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,91,11.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,87,7.7,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,102,12.9,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,109,14.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,116,17.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,120,21.1,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,111,15.9,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,101,13.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,117,19.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,105,15.6,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,96,10.6,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,99,11,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,106,13.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,114,18.1,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,87,7.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,104,12.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,84,6.7,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,99,11.1,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,135,31.3,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,102,13.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,91,9.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,78,5.9,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,97,11.3,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,90,8.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,93,9.2,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,77,5.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,83,6.6,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,99,10.3,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,93,11.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,84,6.6,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,77,5.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,99,11.7,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,82,6.2,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,89,8.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,66,3.9,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,86,7.1,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,RBT,94,9.6,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,62,3.2,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,55,1.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,78,5.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,72,4.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,RBT,89,8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,131,25.7,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,122,21.7,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,119,18.3,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,103,12.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,99,11.2,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,76,4.6,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,87,8.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,119,20.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,103,11.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,89,8.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,104,13.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,77,5.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,95,10.1,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,100,11.7,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,88,7.7,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,95,10.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,91,8.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,104,14.1,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,100,13,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,90,8.9,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,81,6.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,106,12.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,91,9.3,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,86,6.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,83,6.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,91,8.7,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,91,10.3,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,91,9.3,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,134,27,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,142,35.9,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,RBT,104,12.7,1,,mort,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,119,19.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,122,21.2,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,126,21.6,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,115,16.2,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,100,12.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,89,8.1,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,88,7.2,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,105,14.5,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,84,7.3,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,110,15.4,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,77,4.9,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,95,9.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,92,8.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,95,9.2,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,87,7.8,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,108,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,91,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,77,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,73,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,66,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,71,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,109,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,111,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,115,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,92,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,105,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,108,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,105,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,90,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,101,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,98,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,95,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,108,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,105,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,88,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,78,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,90,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,90,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,67,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,91,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,72,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,75,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,85,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,74,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,68,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,71,,1,,,
10/11/24,Beaverhead,Pipe Organ,"45.06586, -112.80249",170,BRN,59,,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,120,16.7,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,116,17.9,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,102,11.2,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,148,39.2,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,91,7.6,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,125,19.4,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,146,35.6,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,118,17.5,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,117,19.9,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,124,20,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,140,30,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,114,14,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,102,11.9,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,104,11.4,1,,,
10/11/24,Beaverhead,Poindexter,"45.18348, -112.68915",230,BRN,90,7.7,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,120,16.7,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,76,4.8,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,97,10.2,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,102,12.2,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,170,53,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,130,28.2,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,115,16.3,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,104,11,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,126,21.2,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,101,11.7,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,92,9.2,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,125,20.1,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,93,8.7,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,119,17.5,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,147,35.5,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,85,5,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,181,64.6,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,146,35.3,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,129,22,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,122,19,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,97,11,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,81,4.1,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,102,10.5,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,113,14.5,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,125,21.1,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,83,6.5,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,235,140.4,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,110,14.5,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,115,16.2,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,138,28.4,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,123,20,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,89,7.5,1,,,
10/11/24,Beaverhead,Ten Mile,"45.21492, -112.66625",200,BRN,112,14.6,1,,,
10/12/24,Ruby,Silver Springs,"45.41448, -112.20769",150,BRN,102,,1,,,
10/12/24,Ruby,Silver Springs,"45.41448, -112.20769",150,BRN,89,,1,,,
10/12/24,Ruby,Silver Springs,"45.41448, -112.20769",150,BRN,87,,1,,,
10/12/24,Ruby,Silver Springs,"45.41448, -112.20769",150,BRN,133,,1,,,
10/12/24,Ruby,Silver Springs,"45.41448, -112.20769",150,BRN,90,,1,,,
10/12/24,Ruby,Silver Springs,"45.41448, -112.20769",150,BRN,81,,1,,,
10/12/24,Ruby,Barnosky,"45.40629, -112.19949",160,BRN,111,15.4,1,,,
10/12/24,Ruby,Barnosky,"45.40629, -112.19949",160,BRN,124,19.8,1,,,
10/12/24,Ruby,Barnosky,"45.40629, -112.19949",160,BRN,126,22.3,1,,,
10/12/24,Ruby,Barnosky,"45.40629, -112.19949",160,BRN,103,12,1,,,
10/12/24,Ruby,Barnosky,"45.40629, -112.19949",160,BRN,117,18.9,1,,,
10/12/24,Ruby,Barnosky,"45.40629, -112.19949",160,BRN,108,13.5,1,,,
