Date,Basin,Site,Access_Point,Reach Length_mm,Species ,Length_mm,Mass_g,Pass,Recap,Notes,
10/12/24,Ruby,Barnosky,"45.40629, -112.19949",160,BRN,85,7.1,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,88,6.9,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,110,14.6,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,113,12.9,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,87,7.3,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,117,18.4,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,105,11.7,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,93,9.1,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,110,16.7,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,95,9.2,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,100,11.7,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,102,11.2,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,100,10.5,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,99,11,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,87,7.5,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,96,9.3,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,92,9.8,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,100,11.2,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,86,7.5,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,94,9.2,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,85,6.5,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,86,7,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,67,3,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,192,82.9,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,210,103,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,90,9.2,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,81,5.2,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,93,8.6,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,109,16.1,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,119,19.8,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,88,8.3,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,87,7.2,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,97,10.3,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,210,114,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,97,11.2,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,99,10.1,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,115,19,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,114,16.8,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,106,14.3,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,64,3.2,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,75,4.6,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,83,6.8,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,121,20.4,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,98,9.8,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,129,24.9,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,95,7.3,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,88,5.9,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,91,8.6,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,96,9.8,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,78,5.7,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,90,8.3,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,75,5,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,87,8,1,,,
10/12/24,Ruby,Alder,"45.31948, -112.1175",200,BRN,81,6.7,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,118,17.3,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,104,12.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,121,18.7,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,89,7.4,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,82,6.2,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,94,9.5,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,92,8.5,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,79,7.4,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,105,12.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,90,7.4,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,94,8.6,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,88,7.5,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,74,4.3,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,86,7.6,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,98,9.6,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,100,10.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,81,6.1,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,104,11.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,110,14.1,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,77,4.9,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,80,5.3,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,79,4.6,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,77,4.5,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,86,6.5,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,114,17,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,85,6.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,84,6.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,75,4.2,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,79,4.6,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,62,3.3,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,85,7.1,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,78,5.3,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,93,8.7,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,124,19.4,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,98,9.6,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,79,5.1,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,90,7.5,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,72,3.9,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,116,17.7,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,79,4.9,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,104,12.1,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,83,6.2,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,79,4.7,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,104,12.1,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,83,6.2,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,79,4.7,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,104,12.1,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,83,6.2,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,79,4.7,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,73,3.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,76,4.7,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,109,13.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,103,10.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,94,8.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,111,14.7,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,74,4.5,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,77,4.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,BRN,74,3.8,1,,,
10/12/24,Ruby,Vigilante,"45.2606, -112.0997",200,RBT,83,7.2,1,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,51,1.3,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,59,2.2,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,58,2.2,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,70,3.9,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,59,2.5,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,48,1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,150,35.5,2,R,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,50,1.5,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,60,2.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,57,1.9,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,74,4.7,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,67,3.4,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,67,3.7,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,54,1.5,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,59,2.1,2,R,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,69,4,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,56,1.9,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,84,6.7,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,60,2.3,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,63,3,2,R,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,61,2.8,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,68,3,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,86,6.8,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,48,1.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,51,1.2,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,62,2.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,49,1.3,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,95,6.5,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,57,2.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,70,3.9,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,64,3.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,59,2.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,86,7.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,99,9.7,2,R,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,67,3.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,90,7.3,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,148,37,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,72,3.9,2,R,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,78,4.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,90,7.8,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,84,7,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,63,3.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,49,1.2,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,57,2,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,73,5.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,71,4.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,80,6.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,169,55.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,84,6.8,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,82,6.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,53,1.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,75,4.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,72,5.2,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,57,2,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,66,3.1,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,78,4.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,67,3,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,54,1.7,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,75,5.2,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,64,2.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,64,3,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,189,72.8,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,150,41.1,2,R,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,88,7.4,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,90,7.6,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,90,8.2,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,63,2.7,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,64,2.5,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,70,3,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,65,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,55,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,80,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,70,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,55,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,102,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,94,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,60,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,59,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,68,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,90,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,70,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,56,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,52,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,51,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,54,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,44,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,59,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,80,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,48,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,66,,2,R,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,166,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,95,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,52,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,58,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,70,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,170,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,76,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,150,,2,R,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,72,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,86,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,69,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,67,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,51,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,90,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,82,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,130,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,66,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,57,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,BRN,95,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,72,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,60,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,66,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,55,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,60,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,45,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,65,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,72,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,66,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,52,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,46,,2,,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,52,,2,R,,
10/17/24,Big Hole,Jerry Creek,"45.78493, -112.91422",230,RBT,42,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,83,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,107,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,82,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,69,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,115,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,115,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,93,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,84,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,79,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,93,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,105,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,75,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,94,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,89,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,88,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,84,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,91,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,94,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,80,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,88,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,99,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,80,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,110,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,78,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,122,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,77,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,65,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,73,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,54,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,62,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,70,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,47,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,58,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,70,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,55,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,68,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,84,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,74,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,162,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,67,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,96,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,79,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,65,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,70,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,63,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,64,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,55,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,57,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,RBT,75,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,89,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,71,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,98,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,83,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,101,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,88,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,82,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,108,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,100,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,89,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,79,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,89,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,82,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,69,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,72,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,119,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,82,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,80,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,71,,2,,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,80,,2,R,,
10/17/24,Big Hole,George Grant,"45.77867, -112.84958",200,BRN,59,,2,,,
